timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression,block_acceptance_latency_ms,block_verification_time_ms,block_execution_time_ms,time_to_finality_seconds,block_delay_total_ms
1764610149.3236473,2,0,2,,synced,2,,0,0,15,15,0.43,192528384,171898,276145,21323.647260665894,,21323.647260665894,7.0,1.0,,52.0
1764610161.3452532,2,0,2,,synced,2,,1,1,15,15,0.6,192229376,185449,566844,21323.647260665894,,33345.253229141235,7.0,1.0,,52.0
1764610173.379265,3,0,3,,synced,2,0.08309780754975839,1,1,15,15,0.5,194048000,235122,933670,21379.265069961548,,21379.265069961548,4.0,1.0,,42.0
1764610185.4019928,3,0,3,,synced,2,,1,1,15,15,0.46,194170880,245957,1257809,21379.265069961548,,33401.99279785156,4.0,1.0,,42.0
1764610197.4352572,4,0,4,,synced,2,0.08310296914264062,1,1,15,15,0.39,194433024,289764,1632699,21435.25719642639,,21435.25719642639,7.0,2.0,,46.0
1764610209.4709845,4,0,4,,synced,2,,2,2,15,15,0.3,193540096,306419,1964892,21435.25719642639,,33470.98445892334,7.0,2.0,,46.0
1764610221.5044873,5,0,5,,synced,2,0.08310132263188451,2,2,15,15,0.26,193794048,346773,2336495,21504.48727607727,,21504.48727607727,8.0,2.0,,46.0
1764610233.5398462,5,0,5,,synced,2,,2,2,15,15,0.2,193007616,370183,2671777,21504.48727607727,,33539.84618186951,8.0,2.0,,46.0
1764610245.5739837,6,0,6,,synced,2,0.08309693993824367,2,2,15,15,0.24,193245184,411468,3045243,21573.983669281006,,21573.983669281006,7.0,1.0,,47.0
1764610257.5976727,6,0,6,,synced,2,,3,3,15,15,0.2,194936832,432296,3375497,21573.983669281006,,33597.67270088196,7.0,1.0,,47.0
1764610269.6278536,7,0,7,,synced,2,0.08312426934623715,3,3,15,15,0.3,194424832,476118,3755048,21627.853631973267,,21627.853631973267,7.0,2.0,,44.0
1764610281.6606705,7,0,7,,synced,2,,3,3,15,15,0.41,194347008,490470,4080086,21627.853631973267,,33660.67051887512,7.0,2.0,,44.0
1764610293.6941922,8,0,8,,synced,2,0.08310119256031552,3,3,15,15,0.32,194285568,541231,4473123,21694.1921710968,,21694.1921710968,3.0,1.0,,50.0
1764610305.7239926,8,0,8,,synced,2,,4,4,15,15,0.27,194101248,557540,4808469,21694.1921710968,,33723.992586135864,3.0,1.0,,50.0
1764610317.7560441,9,0,9,,synced,2,0.08311134595310965,4,4,15,15,0.23,194510848,607046,5196494,21756.044149398804,,21756.044149398804,4.0,1.0,,47.0
1764610329.789862,9,0,9,,synced,2,,4,4,15,15,0.18,193708032,623341,5533292,21756.044149398804,,33789.86191749573,4.0,1.0,,47.0
1764610341.8239856,10,0,10,,synced,2,0.0830970354240127,5,5,15,15,0.31,194027520,667516,5920365,21823.98557662964,,21823.98557662964,3.0,1.0,,40.0
1764610353.8523765,10,0,10,,synced,2,,6,6,15,15,0.39,193720320,691490,6277403,21823.98557662964,,33852.37646102905,3.0,1.0,,40.0
1764610365.885866,11,0,11,,synced,2,0.08310141483476231,6,6,15,15,0.33,193531904,728787,6672338,21885.865926742554,,21885.865926742554,7.0,1.0,,44.0
1764610377.9192264,11,0,11,,synced,2,,6,6,15,15,0.28,193265664,742381,7018788,21885.865926742554,,33919.22640800476,7.0,1.0,,44.0
1764610389.955912,12,0,12,,synced,2,0.08307934796114505,7,7,15,15,0.21,191250432,790392,7429132,21955.912113189697,,21955.912113189697,7.0,1.0,,46.0
1764610401.9884443,12,0,12,,synced,2,,8,8,15,15,0.18,189554688,802981,7783526,21955.912113189697,,33988.444328308105,7.0,1.0,,46.0
1764610414.0229926,13,0,13,,synced,2,0.08309410345246626,8,8,15,15,0.14,190046208,850777,8198211,22022.992610931396,,22022.992610931396,4.0,1.0,,40.0
1764610426.0565593,13,0,13,,synced,2,,8,8,15,15,0.28,189644800,864681,8551205,22022.992610931396,,34056.55932426453,4.0,1.0,,40.0
1764610438.0965314,14,0,14,,synced,2,0.08305667109900507,8,8,15,15,0.24,190668800,907355,8952623,22096.5313911438,,22096.5313911438,7.0,1.0,,49.0
