timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression,block_acceptance_latency_ms,block_verification_time_ms,block_execution_time_ms,time_to_finality_seconds,block_delay_total_ms
1764622533.0630674,2,0,2,,synced,4,,0,0,75,75,1.65,188268544,436787,569253,21063.06743621826,,21063.06743621826,12.0,2.0,,78.0
1764622545.0876162,2,0,2,,synced,4,,1,1,75,75,1.39,191373312,653984,1102219,21063.06743621826,,33087.616205215454,12.0,2.0,,78.0
1764622557.1118824,3,0,3,,synced,4,0.08316515783936004,1,1,75,75,1.23,192282624,689453,1477719,21111.88244819641,,21111.88244819641,14.0,2.0,,76.0
1764622569.1328473,3,0,3,,synced,4,,2,2,75,75,1.04,194990080,937022,1983898,21111.88244819641,,33132.84730911255,14.0,2.0,,76.0
1764622581.167174,4,0,4,,synced,4,0.08309563279305605,2,2,75,75,0.81,197001216,975547,2367407,21167.174100875854,,21167.174100875854,10.0,1.0,,80.0
1764622593.1934578,4,0,4,,synced,4,,3,3,75,75,0.76,196800512,1202081,2897314,21167.174100875854,,33193.45784187317,10.0,1.0,,80.0
1764622605.2215457,5,0,5,,synced,4,0.0831387342781509,3,3,75,75,0.64,196616192,1238633,3288817,21221.545696258545,,21221.545696258545,10.0,2.0,,80.0
1764622617.2553282,5,0,5,,synced,4,,6,6,75,75,0.5,198119424,1458180,3845288,21221.545696258545,,33255.32817840576,10.0,2.0,,80.0
1764622629.291318,6,0,6,,synced,4,0.08308415176714352,6,6,75,75,0.42,198598656,1494983,4242749,21291.3179397583,,21291.3179397583,11.0,1.0,,73.0
1764622641.3162234,6,0,6,,synced,4,,7,7,75,75,0.33,198148096,1709711,4819539,21291.3179397583,,33316.22338294983,11.0,1.0,,73.0
1764622653.3391216,7,0,7,,synced,4,0.08317462092751027,7,7,75,75,0.28,197787648,1744269,5214010,21339.1215801239,,21339.1215801239,13.0,1.0,,77.0
1764622665.3722186,7,0,7,,synced,4,,8,8,75,75,0.24,200089600,1968661,5782158,21339.1215801239,,33372.2186088562,13.0,1.0,,77.0
1764622677.4047456,8,0,8,,synced,4,0.08310806221342776,8,8,75,75,0.18,200364032,2012367,6185319,21404.74557876587,,21404.74557876587,12.0,1.0,,77.0
1764622689.438981,8,0,8,,synced,4,,9,9,75,75,0.23,199639040,2276401,6714945,21404.74557876587,,33438.98105621338,12.0,1.0,,77.0
1764622701.465722,9,0,9,,synced,4,0.08314804465198186,8,8,75,75,0.18,199540736,2323250,7119874,21465.72208404541,,21465.72208404541,11.0,1.0,,73.0
1764622713.4994082,9,0,9,,synced,4,,9,9,75,75,0.15,199020544,2564428,7661194,21465.72208404541,,33499.40824508667,11.0,1.0,,73.0
1764622725.5310414,10,0,10,,synced,4,0.0831142363198463,9,9,75,75,0.2,199081984,2610938,8064065,21531.041383743286,,21531.041383743286,9.0,2.0,,78.0
1764622737.5650449,10,0,10,,synced,4,,10,10,75,75,0.16,198590464,2848129,8612772,21531.041383743286,,33565.04487991333,9.0,2.0,,78.0
1764622749.6007302,11,0,11,,synced,4,0.08308625350409299,10,10,75,75,0.13,198791168,2892865,9019543,21600.730180740356,,21600.730180740356,13.0,1.0,,81.0
1764622761.6226668,11,0,11,,synced,4,,11,11,75,75,0.34,198574080,3129321,9609552,21600.730180740356,,33622.66683578491,13.0,1.0,,81.0
1764622773.65576,12,0,12,,synced,4,0.08310415137760509,11,11,75,75,0.45,199733248,3172990,10011999,21655.760049819946,,21655.760049819946,12.0,2.0,,82.0
1764622785.686215,12,0,12,,synced,4,,12,12,75,75,0.38,199671808,3381060,10596293,21655.760049819946,,33686.21492385864,12.0,2.0,,82.0
1764622797.7160506,13,0,13,,synced,4,0.08312665483185334,12,12,75,75,0.43,200085504,3427067,11007256,21716.050624847412,,21716.050624847412,11.0,1.0,,77.0
1764622809.749511,13,0,13,,synced,4,,13,13,75,75,0.36,199393280,3660227,11565083,21716.050624847412,,33749.51100349426,11.0,1.0,,77.0
1764622821.784769,14,0,14,,synced,4,0.08308920302765888,13,13,75,75,0.36,198942720,3699223,11980126,21784.76905822754,,21784.76905822754,10.0,2.0,,73.0
