timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression,block_acceptance_latency_ms,block_verification_time_ms,block_execution_time_ms,time_to_finality_seconds,block_delay_total_ms
1764616567.5680563,4,0,4,,synced,4,,3,3,50,50,1.25,188407808,781697,1043502,7568.056344985962,,7568.056344985962,10.0,1.0,,71.0
1764616579.6044004,5,0,5,,synced,4,0.08308170618360804,4,4,50,50,1.06,189755392,969395,1580684,7604.400396347046,,7604.400396347046,11.0,2.0,,73.0
1764616591.6284163,6,0,6,,synced,4,0.08316688933446684,6,6,50,50,0.82,192151552,1151309,2141390,7628.416299819946,,7628.416299819946,13.0,2.0,,71.0
1764616603.652755,7,0,7,,synced,4,0.08316465654375925,8,8,50,50,0.7,194576384,1350354,2683594,7652.75502204895,,7652.75502204895,16.0,2.0,,77.0
1764616615.678663,8,0,8,,synced,4,0.08315380431612698,8,8,50,50,0.54,194826240,1517632,3269130,7678.663015365601,,7678.663015365601,9.0,2.0,,60.0
1764616627.7077413,9,0,9,,synced,4,0.08313188921205263,9,9,50,50,0.46,195223552,1683830,3821309,7707.741260528564,,7707.741260528564,9.0,2.0,,65.0
1764616639.737347,10,0,10,,synced,4,0.08312824468248194,9,9,50,50,0.36,194977792,1875191,4367047,7737.346887588501,,7737.346887588501,11.0,1.0,,67.0
1764616651.7629983,11,0,11,,synced,4,0.08315557820282693,10,10,50,50,0.37,194928640,2087343,4904031,7762.998342514038,,7762.998342514038,3.0,2.0,,55.0
1764616663.7967362,12,0,12,,synced,4,0.08309969923615831,11,11,50,50,0.32,194301952,2275238,5432032,7796.736240386963,,7796.736240386963,11.0,2.0,,64.0
1764616675.8326597,13,0,13,,synced,4,0.08308460930145012,12,12,50,50,0.38,194871296,2462813,5989055,7832.659721374512,,7832.659721374512,10.0,1.0,,67.0
1764616687.9142268,14,0,14,,synced,4,0.08277071972054968,14,14,50,50,0.32,194404352,2658671,6542902,7914.226770401001,,7914.226770401001,6.0,1.0,,61.0
1764616699.9419894,15,0,15,,synced,4,0.08314098215764072,15,15,50,50,0.32,193613824,2843979,7130432,7941.989421844482,,7941.989421844482,6.0,2.0,,59.0
1764616711.9799016,16,0,16,,synced,4,0.08307088381865772,16,16,50,50,0.27,193675264,3018245,7704849,7979.901552200317,,7979.901552200317,16.0,2.0,,65.0
1764616724.0050259,17,0,17,,synced,4,0.08315922348079716,17,17,50,50,0.37,192917504,3220068,8243381,8005.025863647461,,8005.025863647461,12.0,1.0,,74.0
1764616736.0398812,18,0,18,,synced,4,0.08309198321116817,17,17,50,50,0.29,192487424,3384768,8829895,8039.881229400635,,8039.881229400635,11.0,2.0,,66.0
1764616748.0774086,19,0,19,,synced,4,0.0830735393728648,18,18,50,50,0.25,193019904,3555539,9412687,8077.4085521698,,8077.4085521698,12.0,1.0,,61.0
1764616760.1026042,20,0,20,,synced,4,0.08315873050050274,19,19,50,50,0.19,192524288,3744202,9975564,8102.604150772095,,8102.604150772095,11.0,2.0,,64.0
1764616772.1392841,21,0,21,,synced,4,0.08307938745574348,21,21,50,50,0.24,192499712,3929515,10543180,8139.284133911133,,8139.284133911133,9.0,3.0,,73.0
1764616784.1731458,22,0,22,,synced,4,0.08309884475617924,22,22,50,50,0.2,192143360,4107243,11136805,8173.145771026611,,8173.145771026611,11.0,1.0,,73.0
1764616796.198992,23,0,23,,synced,4,0.08315423129495002,24,24,50,50,0.31,192626688,4307030,11730044,8198.992013931274,,8198.992013931274,10.0,1.0,,67.0
1764616808.2250993,24,0,24,,synced,4,0.08315242614413033,25,25,50,50,0.27,191889408,4475576,12329288,8225.099325180054,,8225.099325180054,11.0,1.0,,73.0
1764616820.2588358,25,0,25,,synced,4,0.08309970911464232,26,26,50,50,0.29,192245760,4665643,12893062,8258.835792541504,,8258.835792541504,10.0,2.0,,81.0
1764616832.293363,26,0,26,,synced,4,0.08309424831762192,27,27,50,50,0.24,193609728,4837711,13498451,8293.363094329834,,8293.363094329834,9.0,2.0,,73.0
1764616844.3239877,27,0,27,,synced,4,0.08312120367109084,28,28,50,50,0.2,193261568,5032971,14060335,8323.98772239685,,8323.98772239685,10.0,2.0,,73.0
1764616856.3593953,28,0,28,,synced,4,0.08308817099978173,29,29,50,50,0.23,193196032,5219513,14638884,8359.395265579224,,8359.395265579224,12.0,2.0,,70.0
