timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764333392.646964,2,0,2,,synced,4,,0,0,5,5,6.54,188833792,210088,356904,,
1764333404.7026887,2,0,2,,synced,4,,0,0,5,5,5.77,188829696,227903,381688,,
1764333416.7303019,3,0,3,,synced,4,0.08314201549786465,0,0,5,5,5.04,189534208,259153,442971,,
1764333428.7461479,3,0,3,,synced,4,,0,0,5,5,3.92,189603840,277590,467030,,
1764333440.7742174,4,0,4,,synced,4,0.0831388611713365,0,0,5,5,3.32,189730816,293146,511888,,
1764333452.8003314,4,0,4,,synced,4,,0,0,5,5,2.66,191635456,308415,542992,,
1764333464.826797,5,0,5,,synced,4,0.083149948516784,0,0,5,5,2.33,191090688,326612,591393,,
1764333476.8440368,5,0,5,,synced,4,,0,0,5,5,1.97,190758912,350932,617775,,
1764333488.872563,6,0,6,,synced,4,0.08313570543630247,0,0,5,5,1.83,190099456,361966,664325,,
1764333500.8987818,6,0,6,,synced,4,,0,0,5,5,1.55,189300736,385068,687578,,
1764333512.926986,7,0,7,,synced,4,0.08313793008099414,1,1,5,5,1.2,192405504,406508,749053,,
1764333524.9418166,7,0,7,,synced,4,,1,1,5,5,1.1,192053248,425336,773501,,
1764333536.9607067,8,0,8,,synced,4,0.08320235796721577,1,1,5,5,1.08,192970752,449269,836398,,
1764333548.9744325,8,0,8,,synced,4,,1,1,5,5,0.92,192593920,463803,863519,,
1764333561.0023272,9,0,9,,synced,4,0.08314006914793969,1,1,5,5,1.0,192274432,491368,920219,,
1764333573.027717,9,0,9,,synced,4,,1,1,5,5,1.02,192266240,513104,956155,,
1764333585.05743,10,0,10,,synced,4,0.08312750329379262,1,1,5,5,0.94,192258048,525404,997760,,
1764333597.080827,10,0,10,,synced,4,,1,1,5,5,0.87,191893504,555712,1027159,,
1764333609.1088982,11,0,11,,synced,4,0.08313884963557634,1,1,5,5,0.82,191799296,576518,1071037,,
1764333621.1264806,11,0,11,,synced,4,,1,1,5,5,0.78,191520768,609161,1103561,,
1764333633.158135,12,0,12,,synced,4,0.0831140897380047,1,1,5,5,1.48,191709184,641516,1162410,,
1764333645.1843946,12,0,12,,synced,4,,2,2,5,5,1.25,190840832,667798,1193700,,
1764333657.2113411,13,0,13,,synced,4,0.08314662381575695,2,2,5,5,1.36,190943232,696958,1252479,,
1764333669.2260067,13,0,13,,synced,4,,2,2,5,5,1.06,191119360,717844,1287545,,
1764333681.254986,14,0,14,,synced,4,0.08313257300885359,2,2,5,5,0.9,193589248,741594,1333569,,
