timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764425493.8615446,7,0,7,,synced,9,,3,3,15,15,1.4,212443136,1582171,2057172,,
1764425505.8919504,10,0,10,,synced,9,0.24936814766645332,5,5,15,15,1.19,216244224,1881273,2656880,,
1764425517.9158225,12,0,12,,synced,9,0.1663357674799271,6,6,15,15,1.22,218783744,2184092,3156734,,
1764425529.9399905,14,0,14,,synced,9,0.1663316744729286,7,7,15,15,1.1,218206208,2622783,3686910,,
1764425541.9657195,16,0,16,,synced,9,0.16631008480386716,8,8,15,15,0.86,218120192,2880154,4210747,,
1764425553.9913356,18,0,18,,synced,9,0.16631164440119756,9,9,15,15,0.73,218112000,3229970,4742268,,
1764425566.0199928,20,0,20,,synced,9,0.1662695982674172,11,11,15,15,0.63,219299840,3539273,5275839,,
1764425578.0479655,22,0,22,,synced,9,0.16627906050180524,12,12,15,15,0.9,220499968,3812595,5700457,,
1764425590.0747983,23,0,23,,synced,9,0.08314741004975539,12,12,15,15,0.76,219209728,4238143,6015088,,
1764425602.099817,26,0,26,,synced,9,0.24947986168135416,12,12,15,15,2.75,219193344,4579530,6670487,,
1764425614.1178043,28,0,28,,synced,9,0.16641721764072404,14,14,15,15,2.55,219947008,4969859,7129660,,
1764425626.139861,30,0,30,,synced,9,0.16636088402145155,16,16,15,15,2.27,219844608,5202491,7647743,,
1764425638.1644561,32,1,32,,synced,9,0.1663257678372795,17,17,15,15,4.28,258727936,5647687,8012792,,
1764425650.1919973,34,1,34,,synced,9,0.16628502644866222,17,17,15,15,3.62,243593216,5986718,8537498,,
1764425662.2118688,36,1,36,,synced,9,0.16639113025797186,17,17,15,15,5.3,240766976,6314833,9015271,,
1764425674.2300482,38,1,38,,synced,9,0.1664145567029992,17,17,15,15,4.48,240533504,6703907,9588401,,
1764425686.2492123,40,1,40,,synced,9,0.16640092320824704,19,19,15,15,3.64,244961280,6990051,10104304,,
1764425698.267799,42,1,42,,synced,9,0.1664089181732545,21,21,15,15,4.04,245174272,7306774,10775749,,
1764425710.291578,44,1,44,,synced,9,0.16633705380092179,21,21,15,15,3.41,245932032,7588146,11310270,,
1764425722.3062654,46,1,46,,synced,9,0.1664629257596419,22,22,15,15,2.98,245481472,7936475,11973811,,
1764425734.3318124,48,1,48,,synced,9,0.16631260061698533,23,23,15,15,2.52,244965376,8318551,12634139,,
1764425746.3590214,50,1,50,,synced,9,0.16628961821200036,24,24,15,15,1.96,246071296,8599990,13225834,,
1764425758.3754158,52,1,52,,synced,9,0.1664392776479541,26,26,15,15,1.66,246218752,8922268,13770210,,
1764425770.3958871,54,1,54,,synced,9,0.16638282679206437,27,27,15,15,1.48,246583296,9173167,14301538,,
1764425782.4180336,56,1,56,,synced,9,0.1663596435203758,28,28,15,15,1.38,247402496,9442458,14963630,,
