timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764424608.3162956,4,0,4,,synced,4,,2,2,15,15,1.85,211410944,487049,780172,,
1764424620.329911,5,0,5,,synced,4,0.0832388893117125,4,4,15,15,1.71,213483520,609992,894125,,
1764424632.351437,6,0,6,,synced,4,0.08318411421537075,3,3,15,15,1.47,213581824,751677,1139166,,
1764424644.3771856,6,0,6,,synced,4,,4,4,15,15,1.24,213856256,832015,1276514,,
1764424656.3951406,8,0,8,,synced,4,0.1664176633396061,3,3,15,15,0.97,215187456,980996,1484944,,
1764424668.4129157,9,0,9,,synced,4,0.0832100779979416,5,5,15,15,0.82,214880256,1091263,1732431,,
1764424680.4391482,10,0,10,,synced,4,0.08315156068865676,5,5,15,15,0.84,217804800,1192744,1963486,,
1764424692.4654868,11,0,11,,synced,4,0.08315082712621912,6,6,15,15,0.73,216227840,1318561,2214703,,
1764424704.4919965,12,0,12,,synced,4,0.08314964356287805,5,5,15,15,0.69,217899008,1415003,2442729,,
1764424716.5177739,13,0,13,,synced,4,0.08315470773595579,6,6,15,15,0.54,218193920,1552303,2649759,,
1764424728.5348055,14,0,14,,synced,4,0.08321522548104397,6,6,15,15,0.53,219979776,1669375,2894466,,
1764424740.5609481,15,0,15,,synced,4,0.08315218216628763,8,8,15,15,0.45,219762688,1767961,3042562,,
1764424752.5879211,16,0,16,,synced,4,0.08314644085777674,8,8,15,15,0.42,220016640,1870087,3230221,,
1764424764.6090033,17,0,17,,synced,4,0.08318718618277288,8,8,15,15,0.44,220930048,1970152,3460667,,
1764424776.6333866,18,0,18,,synced,4,0.08316434818400688,9,9,15,15,0.34,220844032,2126440,3677294,,
1764424788.6545534,19,0,19,,synced,4,0.083186600478679,9,9,15,15,0.29,220946432,2237386,3886224,,
1764424800.6805332,20,0,20,,synced,4,0.08315330810300389,11,11,15,15,0.24,220778496,2356195,4133927,,
1764424812.6982903,21,0,21,,synced,4,0.08321020180741123,10,10,15,15,0.19,220413952,2474561,4376842,,
1764424824.72494,22,0,22,,synced,4,0.08314867596718502,12,12,15,15,0.24,220835840,2568745,4620682,,
1764424836.7526767,23,0,23,,synced,4,0.08314116179548424,11,11,15,15,0.18,219697152,2687697,4862610,,
1764424848.7725787,24,0,24,,synced,4,0.08319535390204245,13,13,15,15,0.32,220143616,2798304,5032456,,
1764424860.7990038,25,0,25,,synced,4,0.08315022874666975,12,12,15,15,0.25,219140096,2904857,5273515,,
1764424872.8178039,26,0,26,,synced,4,0.08320298185491154,14,14,15,15,0.21,219209728,3033987,5532105,,
1764424884.843268,27,0,27,,synced,4,0.08315687404522248,13,13,15,15,0.18,220188672,3135154,5771491,,
1764424896.8689313,28,0,28,,synced,4,0.08315549577147084,14,14,15,15,0.21,220028928,3248678,5924689,,
