timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764431349.3222928,3,0,3,,synced,9,,2,2,15,15,1.55,204853248,885922,1336217,,
1764431361.3480563,4,0,4,,synced,9,0.08315480335453171,4,4,15,15,1.47,206278656,1039129,1684595,,
1764431373.3738258,5,0,5,,synced,9,0.08315476213960134,3,3,15,15,1.14,205074432,1221194,2060000,,
1764431385.4253495,6,0,6,,synced,9,0.08297705967311624,5,5,15,15,0.97,205352960,1397606,2286698,,
1764431397.4474459,7,0,7,,synced,9,0.08318016817557129,4,4,15,15,0.83,204890112,1518315,2619683,,
1764431409.4748642,9,0,9,,synced,9,0.16628672402006325,6,6,15,15,0.7,206635008,1773209,3053120,,
1764431421.5006971,10,0,10,,synced,9,0.08315432361527207,5,5,15,15,0.59,206888960,1893390,3382919,,
1764431433.5268836,11,0,11,,synced,9,0.08315187884447962,7,7,15,15,0.54,206274560,2073499,3728478,,
1764431445.5530956,12,0,12,,synced,9,0.08315170245727191,6,6,15,15,0.46,205221888,2234412,4053493,,
1764431457.5792215,13,0,13,,synced,9,0.08315229756103479,8,8,15,15,0.36,205877248,2387558,4400565,,
1764431469.5958192,14,0,14,,synced,9,0.083218230399936,7,7,15,15,0.46,205762560,2611129,4740111,,
1764431481.6217198,15,0,15,,synced,9,0.08315385542146939,9,9,15,15,0.39,206032896,2766388,5090444,,
1764431493.648332,16,0,16,,synced,9,0.0831489347597384,8,8,15,15,0.3,205529088,2908566,5415327,,
1764431505.6713755,17,0,17,,synced,9,0.08317361646483455,8,8,15,15,0.26,205864960,3108974,5753342,,
1764431517.6976786,18,0,18,,synced,9,0.08315107274456028,9,9,15,15,0.2,208756736,3260342,6100197,,
1764431529.7238553,19,0,19,,synced,9,0.08315194643229959,9,9,15,15,0.25,208224256,3483724,6442342,,
1764431541.7501323,20,0,20,,synced,9,0.08315125242601076,11,11,15,15,0.29,208531456,3641237,6793681,,
1764431553.775786,20,0,20,,synced,9,,10,10,15,15,0.23,207921152,3827202,7082096,,
1764431565.7896795,21,0,21,,synced,9,0.08323696154957334,12,12,15,15,0.19,207826944,4010013,7444033,,
1764431577.8159187,23,0,23,,synced,9,0.16630302906307506,11,11,15,15,0.62,208506880,4193176,7836244,,
1764431589.831848,24,0,24,,synced,9,0.08322286038105133,13,13,15,15,0.6,207822848,4416396,8192245,,
1764431601.858846,25,0,25,,synced,9,0.08314626779015816,12,12,15,15,0.51,208150528,4537505,8528299,,
1764431613.8918874,26,0,26,,synced,9,0.08310450868922066,14,14,15,15,0.39,207179776,4737622,8881669,,
1764431625.917773,27,0,27,,synced,9,0.08315395928090719,13,13,15,15,0.33,208211968,4884872,9220282,,
1764431637.9410274,28,0,28,,synced,9,0.08317215682093924,15,15,15,15,0.4,208072704,5039529,9573235,,
