timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression,block_acceptance_latency_ms,block_verification_time_ms,block_execution_time_ms,time_to_finality_seconds,block_delay_total_ms
1764607857.9797676,10,0,10,,synced,14,,4,4,15,15,5.5,201797632,1986662,2476602,3979.7675609588623,,3979.7675609588623,28.0,1.0,,98.0
1764607870.0150082,12,0,12,,synced,14,0.1661786463713616,5,5,15,15,5.1,202899456,2516881,3283407,4015.0082111358643,,4015.0082111358643,26.0,2.0,,101.0
1764607882.4316766,14,0,14,,synced,14,0.16107380282239683,6,6,15,15,4.63,202317824,2929272,3997397,4431.676626205444,,4431.676626205444,31.0,5.0,,105.0
1764607894.4660296,16,0,16,,synced,14,0.16619090341131237,7,7,15,15,3.76,203726848,3324727,4687792,4466.029644012451,,4466.029644012451,21.0,5.0,,89.0
1764607906.5008934,18,0,18,,synced,14,0.16618385119485116,8,8,15,15,3.64,203808768,3597294,5399921,4500.893354415894,,4500.893354415894,53.0,1.0,,130.0
1764607918.5334322,20,0,20,,synced,14,0.16621595975249803,10,10,15,15,3.05,203108352,3931815,6092996,4533.432245254517,,4533.432245254517,45.0,3.0,,135.0
1764607930.560043,22,0,22,,synced,14,0.16629788929986328,11,11,15,15,2.66,203640832,4226694,6803736,4560.043096542358,,4560.043096542358,30.0,11.0,,107.0
1764607942.585424,24,0,24,,synced,14,0.16631489887714454,11,11,15,15,2.33,201977856,4543344,7541383,4585.423946380615,,4585.423946380615,29.0,2.0,,105.0
1764607954.6187692,26,0,26,,synced,14,0.16620482193636854,12,12,15,15,1.82,201441280,4871977,8286239,4618.76916885376,,4618.76916885376,30.0,4.0,,117.0
1764607966.645031,28,0,28,,synced,14,0.16630271585481549,13,13,15,15,2.15,201822208,5238081,9035821,4645.030975341797,,4645.030975341797,36.0,7.0,,135.0
1764607978.6711516,30,0,30,,synced,14,0.16630466765604296,14,14,15,15,1.67,201175040,5570857,9800613,4671.151638031006,,4671.151638031006,39.0,1.0,,127.0
1764607990.7018034,32,1,32,,synced,14,0.16624203176637528,15,15,15,15,1.42,227786752,5896197,10550341,4701.80344581604,,4701.80344581604,38.0,3.0,,218.0
1764608002.7273397,34,1,34,,synced,14,0.16631274899628273,15,15,15,15,1.59,216592384,6223007,11326569,4727.339744567871,,4727.339744567871,30.0,2.0,,102.0
1764608014.7629883,36,1,36,,synced,14,0.1661730139410995,16,16,15,15,1.31,216330240,6590698,12088808,4762.988328933716,,4762.988328933716,37.0,6.0,,115.0
1764608026.8003461,38,1,38,,synced,14,0.166149418505319,17,17,15,15,1.27,216121344,7009559,12830779,4800.34613609314,,4800.34613609314,39.0,6.0,,124.0
1764608038.8258107,40,1,40,,synced,14,0.16631374149572467,18,18,15,15,0.99,215416832,7451211,13594758,4825.810670852661,,4825.810670852661,28.0,6.0,,117.0
1764608050.8603325,42,1,42,,synced,14,0.1661885723603781,19,19,15,15,1.15,215322624,7855399,14357998,4860.332489013672,,4860.332489013672,19.0,2.0,,104.0
1764608062.8944654,44,1,44,,synced,14,0.1661939424360808,21,21,15,15,1.57,215953408,8179242,15132095,4894.465446472168,,4894.465446472168,31.0,2.0,,109.0
1764608074.9220145,46,1,46,,synced,14,0.16628491767342396,22,22,15,15,1.35,215994368,8478620,15887390,4922.014474868774,,4922.014474868774,52.0,3.0,,122.0
1764608086.9537017,48,1,48,,synced,14,0.1662277249096465,22,22,15,15,1.23,215318528,8790397,16646132,4953.701734542847,,4953.701734542847,37.0,4.0,,108.0
1764608098.988825,50,1,50,,synced,14,0.16618026605378566,23,23,15,15,1.02,215724032,9097051,17423483,4988.825082778931,,4988.825082778931,41.0,6.0,,134.0
1764608111.0212426,52,1,52,,synced,14,0.16621763615270363,24,24,15,15,0.86,215818240,9413378,18177553,5021.242618560791,,5021.242618560791,30.0,9.0,,112.0
1764608123.0580983,54,1,54,,synced,14,0.16615634931915696,25,25,15,15,0.67,216547328,9742100,18945988,5058.098316192627,,5058.098316192627,28.0,5.0,,110.0
1764608135.090589,56,1,56,,synced,14,0.1662166250389059,26,26,15,15,0.57,215924736,10047779,19733209,5090.5890464782715,,5090.5890464782715,28.0,6.0,,114.0
1764608147.1237237,58,1,58,,synced,14,0.16620772974378661,27,27,15,15,0.63,216006656,10321535,20521324,5123.723745346069,,5123.723745346069,35.0,8.0,,116.0
