timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression,block_acceptance_latency_ms,block_verification_time_ms,block_execution_time_ms,time_to_finality_seconds,block_delay_total_ms
1764621231.575092,2,0,2,,synced,2,,0,0,45,45,1.07,190717952,199389,344109,15575.092077255249,,15575.092077255249,8.0,2.0,,57.0
1764621243.6092951,2,0,2,,synced,2,,2,2,45,45,0.91,191561728,291000,706629,15575.092077255249,,27609.295129776,8.0,2.0,,57.0
1764621255.6360385,3,0,3,,synced,2,0.08314802816868462,2,2,45,45,0.7,191959040,320049,1068717,15636.038541793823,,15636.038541793823,7.0,1.0,,51.0
1764621267.6688063,3,0,3,,synced,2,,3,3,45,45,0.6,193859584,403016,1456082,15636.038541793823,,27668.806314468384,7.0,1.0,,51.0
1764621279.7000923,4,0,4,,synced,2,0.0831166344063143,3,3,45,45,0.58,193744896,427388,1817737,15700.092315673828,,15700.092315673828,8.0,1.0,,53.0
1764621291.7320411,4,0,4,,synced,2,,4,4,45,45,0.61,194043904,514250,2220539,15700.092315673828,,27732.041120529175,8.0,1.0,,53.0
1764621303.766118,5,0,5,,synced,2,0.08309735810168355,4,4,45,45,0.59,194007040,540577,2596368,15766.118049621582,,15766.118049621582,3.0,1.0,,40.0
1764621315.7960348,5,0,5,,synced,2,,6,6,45,45,0.62,194453504,631220,3027367,15766.118049621582,,27796.034812927246,3.0,1.0,,40.0
1764621327.8280697,6,0,6,,synced,2,0.08311146123454335,5,5,45,45,0.53,194719744,655208,3420598,15828.069686889648,,15828.069686889648,8.0,2.0,,55.0
1764621339.862107,6,0,6,,synced,2,,7,7,45,45,0.44,194273280,744039,3851748,15828.069686889648,,27862.107038497925,8.0,2.0,,55.0
1764621351.8920527,7,0,7,,synced,2,0.0831258953495463,7,7,45,45,0.35,193839104,773234,4258383,15892.05265045166,,15892.05265045166,3.0,1.0,,47.0
1764621363.9249964,7,0,7,,synced,2,,8,8,45,45,0.29,193716224,859474,4681003,15892.05265045166,,27924.996376037598,3.0,1.0,,47.0
1764621375.9560578,8,0,8,,synced,2,0.08311818598928312,8,8,45,45,0.29,193810432,888422,5083886,15956.057786941528,,15956.057786941528,8.0,1.0,,50.0
1764621387.9912121,8,0,8,,synced,2,,9,9,45,45,0.25,193249280,966752,5512829,15956.057786941528,,27991.212129592896,8.0,1.0,,50.0
1764621400.0264006,9,0,9,,synced,2,0.08308968366183175,8,8,45,45,0.28,195325952,995965,5919325,16026.400566101074,,16026.400566101074,3.0,1.0,,49.0
1764621412.0598056,9,0,9,,synced,2,,10,10,45,45,0.38,195244032,1085327,6362347,16026.400566101074,,28059.805631637573,3.0,1.0,,49.0
1764621424.093843,10,0,10,,synced,2,0.08309763139187498,9,9,45,45,0.32,195383296,1109454,6764346,16093.84298324585,,16093.84298324585,7.0,2.0,,52.0
1764621436.1210318,10,0,10,,synced,2,,10,10,45,45,0.25,195125248,1201680,7206312,16093.84298324585,,28121.031761169434,7.0,2.0,,52.0
1764621448.1570077,11,0,11,,synced,2,0.08308424722352531,10,10,45,45,0.21,194617344,1224814,7608342,16157.007694244385,,16157.007694244385,8.0,1.0,,54.0
1764621460.1908405,11,0,11,,synced,2,,11,11,45,45,0.18,194576384,1315494,8048411,16157.007694244385,,28190.840482711792,8.0,1.0,,54.0
1764621472.225829,12,0,12,,synced,2,0.0830910646930172,11,11,45,45,0.14,194584576,1351913,8472424,16225.828886032104,,16225.828886032104,4.0,1.0,,50.0
1764621484.2596054,12,0,12,,synced,2,,12,12,45,45,0.11,194183168,1435984,8915301,16225.828886032104,,28259.605407714844,4.0,1.0,,50.0
1764621496.2935665,13,0,13,,synced,2,0.08309815822141305,11,11,45,45,0.09,194179072,1466682,9330642,16293.566465377808,,16293.566465377808,9.0,1.0,,57.0
1764621508.3269,13,0,13,,synced,2,,13,13,45,45,0.23,194027520,1553315,9772334,16293.566465377808,,28326.900005340576,9.0,1.0,,57.0
1764621520.3621974,14,0,14,,synced,2,0.0830889314388898,13,13,45,45,0.19,193712128,1579325,10184528,16362.197399139404,,16362.197399139404,8.0,1.0,,58.0
