timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression,block_acceptance_latency_ms,block_verification_time_ms,block_execution_time_ms,time_to_finality_seconds,block_delay_total_ms
1764675143.0538335,5,0,5,,synced,2,,3,3,15,15,0.46,191815680,288130,447223,11053.833484649658,,11053.833484649658,8.0,1.0,,50.0
1764675155.0905447,6,0,6,,synced,2,0.08307917188151732,2,2,15,15,0.46,192684032,431029,1019883,11090.544700622559,,11090.544700622559,11.0,16.0,,86.0
1764675167.116056,7,0,7,,synced,2,0.08315654760783645,3,3,15,15,0.52,194555904,510944,1485349,11116.055965423584,,11116.055965423584,17.0,20.0,,109.0
1764675179.1469922,8,0,8,,synced,2,0.08311905075015352,3,3,15,15,0.44,192667648,579314,1942154,11146.992206573486,,11146.992206573486,20.0,26.0,,112.0
1764675191.1816463,9,0,9,,synced,2,0.0830933725496116,5,5,15,15,0.37,192745472,666687,2414438,11181.646347045898,,11181.646347045898,17.0,28.0,,114.0
1764675203.2110186,10,0,10,,synced,2,0.08312985766044584,5,5,15,15,0.36,190763008,736827,2872045,11211.018562316895,,11211.018562316895,22.0,21.0,,114.0
1764675215.234441,11,0,11,,synced,2,0.08317099409042919,6,6,15,15,0.38,191270912,888728,3459808,11234.441041946411,,11234.441041946411,11.0,16.0,,83.0
1764675227.269364,12,0,12,,synced,2,0.08309151571910574,5,5,15,15,0.3,190881792,1029543,4043063,11269.36411857605,,11269.36411857605,10.0,15.0,,90.0
1764675239.2989926,13,0,13,,synced,2,0.08312808651845188,6,6,15,15,0.33,190181376,1171664,4627531,11298.99263381958,,11298.99263381958,12.0,14.0,,84.0
1764675251.321634,14,0,14,,synced,2,0.08317639735193003,6,6,15,15,0.43,190181376,1251086,5099506,11321.63405418396,,11321.63405418396,19.0,19.0,,99.0
