timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764432290.814897,7,0,7,,synced,14,,4,4,15,15,3.78,211591168,2154992,2925099,,
1764432302.836023,9,0,9,,synced,14,0.1663737652110738,5,5,15,15,2.94,211214336,2659419,3665188,,
1764432314.8611348,11,0,11,,synced,14,0.16631862173174783,6,6,15,15,2.56,212484096,2978100,4330572,,
1764432326.8865895,13,0,13,,synced,14,0.16631387668759523,7,7,15,15,2.4,215851008,3375700,5006419,,
1764432338.9078588,15,0,15,,synced,14,0.1663717820906578,8,8,15,15,2.25,217882624,3871741,5777676,,
1764432350.9318163,17,0,17,,synced,14,0.1663345867207322,9,9,15,15,1.97,217616384,4276569,6530414,,
1764432362.9588268,19,0,19,,synced,14,0.16629236416149426,11,11,15,15,1.76,219815936,4811260,7375517,,
1764432375.0030596,21,0,21,,synced,14,0.16605457779566213,12,12,15,15,1.49,219029504,5210169,8112853,,
1764432387.0172439,23,0,23,,synced,14,0.16646989596842032,13,13,15,15,1.26,218750976,5619185,8879928,,
1764432399.0350869,25,0,25,,synced,14,0.16641921505063426,14,14,15,15,1.38,218480640,6090942,9581002,,
1764432411.0607984,27,0,27,,synced,14,0.16631032550091207,15,15,15,15,1.16,218525696,6462870,10276016,,
1764432423.08679,29,0,29,,synced,14,0.1663064513522968,16,16,15,15,0.99,219672576,6931084,10999266,,
1764432435.101644,31,0,31,,synced,14,0.16646061680023097,17,17,15,15,0.92,236548096,7284015,11730737,,
1764432447.1276562,33,1,33,,synced,14,0.1663061678046784,16,16,15,15,1.01,240865280,7866342,12477133,,
1764432459.154137,35,1,35,,synced,14,0.16629968933472972,17,17,15,15,1.25,241745920,8403005,13184801,,
1764432471.1781075,37,1,37,,synced,14,0.16633440532066546,18,18,15,15,1.21,242368512,8820557,13928370,,
1764432483.1948698,39,1,39,,synced,14,0.16643418229380552,19,19,15,15,0.94,241807360,9306313,14660311,,
1764432495.239206,41,1,41,,synced,14,0.16605315121016814,20,20,15,15,0.95,240406528,9636387,15315382,,
1764432507.2677999,43,1,43,,synced,14,0.16627047490426414,21,21,15,15,0.81,240361472,10042337,16169562,,
1764432519.295246,45,1,45,,synced,14,0.16628634165144188,22,22,15,15,1.15,241250304,10584388,16937186,,
1764432531.3193521,47,1,47,,synced,14,0.16633252867774015,23,23,15,15,1.05,241205248,10944247,17646033,,
1764432543.3468158,49,1,49,,synced,14,0.16628609772755037,24,24,15,15,1.11,242229248,11497389,18445791,,
1764432555.3651688,51,1,51,,synced,14,0.1664121533485162,26,26,15,15,0.94,241319936,11906039,19205434,,
1764432567.387798,53,1,53,,synced,14,0.1663529629483763,27,27,15,15,0.94,242278400,12331533,19946584,,
1764432579.4091778,55,1,55,,synced,14,0.1663702543612453,28,28,15,15,1.12,241594368,12882710,20665976,,
