timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764430892.1445951,8,0,8,,synced,9,,5,5,15,15,1.34,212594688,1481988,2496576,,
1764430904.169812,10,0,10,,synced,9,0.16631716752335543,6,6,15,15,1.3,213143552,1743035,3096415,,
1764430916.1958923,12,0,12,,synced,9,0.16630522485094826,7,7,15,15,1.1,213585920,2061463,3697121,,
1764430928.2231789,14,0,14,,synced,9,0.16628854688775124,8,8,15,15,2.13,215207936,2344914,4292413,,
1764430940.2454925,16,0,16,,synced,9,0.16635733082707513,8,8,15,15,3.57,215511040,2601447,4899030,,
1764430952.272392,18,0,18,,synced,9,0.16629389705389527,9,9,15,15,3.43,215498752,2947452,5502291,,
1764430964.2901795,20,0,20,,synced,9,0.16641998431385122,11,11,15,15,3.05,215953408,3233826,6119389,,
1764430976.3172135,22,0,22,,synced,9,0.16629203780740612,12,12,15,15,3.02,215384064,3570035,6709453,,
1764430988.3353944,24,0,24,,synced,9,0.16641453689484886,13,13,15,15,4.33,214466560,3859370,7304494,,
1764431000.361425,26,0,26,,synced,9,0.16630591393146837,14,14,15,15,4.06,214896640,4117859,7899155,,
1764431012.3798158,28,0,28,,synced,9,0.16641162844928717,15,15,15,15,6.11,215883776,4437851,8505206,,
1764431024.405547,30,0,30,,synced,9,0.16631005512893726,16,16,15,15,5.92,219705344,4682797,9105052,,
1764431036.4326124,32,1,32,,synced,9,0.1662916026706145,17,17,15,15,5.45,257622016,5070324,9729894,,
1764431048.4585261,34,1,34,,synced,9,0.16630752950148747,17,17,15,15,7.86,240287744,5352401,10335276,,
1764431060.475892,36,1,36,,synced,9,0.16642582170166362,18,18,15,15,6.81,240365568,5639300,10949968,,
1764431072.498125,38,1,38,,synced,9,0.16635844592651647,19,19,15,15,5.3,240308224,5980662,11560234,,
1764431084.5177968,40,1,40,,synced,9,0.16639389606375843,20,20,15,15,4.79,240345088,6242654,12186223,,
1764431096.535392,42,1,42,,synced,9,0.16642264542515325,21,21,15,15,4.05,239976448,6562997,12820717,,
1764431108.5508974,44,1,44,,synced,9,0.16645159298383969,22,22,15,15,7.58,240832512,6837607,13458806,,
1764431120.577299,46,1,46,,synced,9,0.1663007805836302,23,23,15,15,6.41,240263168,7128501,14094165,,
1764431132.6042075,48,1,48,,synced,9,0.1662937750807769,23,23,15,15,7.35,240455680,7448833,14729033,,
1764431144.6279387,50,1,50,,synced,9,0.16633771675874198,24,24,15,15,6.29,239665152,7733785,15360250,,
1764431156.6430993,52,1,52,,synced,9,0.1664563690107533,26,26,15,15,5.4,240132096,8064892,16000098,,
1764431168.657671,54,1,54,,synced,9,0.16646452786497173,27,27,15,15,4.29,239808512,8356154,16638358,,
1764431180.6854956,56,1,56,,synced,9,0.16628110733367252,28,28,15,15,3.78,241111040,8645132,17276260,,
