timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764423328.206881,4,0,4,,synced,2,,2,2,15,15,0.56,202539008,430346,782094,,
1764423340.2320597,5,0,5,,synced,2,0.08315884756218395,3,3,15,15,0.47,206229504,527984,980208,,
1764423352.2498317,6,0,6,,synced,2,0.08321009945822327,4,4,15,15,0.37,206020608,632917,1163017,,
1764423364.277009,7,0,7,,synced,2,0.08314502831741369,5,5,15,15,0.31,209215488,739595,1343962,,
1764423376.3032806,8,0,8,,synced,2,0.08315129034054448,5,5,15,15,0.24,212303872,828826,1462182,,
1764423388.3296382,9,0,9,,synced,2,0.0831506952511984,6,6,15,15,0.28,211300352,937630,1663891,,
1764423400.3540492,10,0,10,,synced,2,0.08316415690317065,6,6,15,15,0.23,212996096,1020035,1779345,,
1764423412.3795738,11,0,11,,synced,2,0.08315645528257605,7,7,15,15,0.26,213598208,1112880,1906457,,
1764423424.406266,12,0,12,,synced,2,0.08314838256101571,6,6,15,15,0.22,214237184,1187983,2019299,,
1764423436.4325187,13,0,13,,synced,2,0.08315142056898887,7,7,15,15,0.17,213381120,1287099,2218780,,
1764423448.4490502,14,0,14,,synced,2,0.0832186894121476,7,7,15,15,0.14,212426752,1390662,2413226,,
1764423460.475887,15,0,15,,synced,2,0.08314738202858167,8,8,15,15,0.35,213512192,1483879,2612836,,
1764423472.5025442,16,0,16,,synced,2,0.08314862486820887,8,8,15,15,0.27,213590016,1577720,2815017,,
1764423484.5263698,17,0,17,,synced,2,0.08316820531896879,9,9,15,15,0.23,214540288,1676701,3008353,,
1764423496.5526605,18,0,18,,synced,2,0.08315115846405446,9,9,15,15,0.25,213037056,1776613,3210757,,
1764423508.5718522,19,0,19,,synced,2,0.08320027015712722,9,9,15,15,0.21,212496384,1858652,3331146,,
1764423520.5932882,20,0,20,,synced,2,0.08318473782949622,10,10,15,15,0.17,213643264,1944438,3452167,,
1764423532.6191096,21,0,21,,synced,2,0.08315440274713987,10,10,15,15,0.14,213651456,2041744,3651905,,
1764423544.6339147,22,0,22,,synced,2,0.08323064697811207,11,11,15,15,0.12,214212608,2135477,3843458,,
1764423556.6600163,23,0,23,,synced,2,0.08315246570823974,11,11,15,15,0.09,213786624,2239488,4042904,,
1764423568.6858695,24,0,24,,synced,2,0.08315418348629237,12,12,15,15,0.08,213651456,2343589,4174739,,
1764423580.712131,25,0,25,,synced,2,0.0831513595758692,11,11,15,15,0.14,215547904,2449611,4373338,,
1764423592.7264407,26,0,26,,synced,2,0.08323407915836561,12,12,15,15,0.12,214687744,2549953,4501159,,
1764423604.7487671,27,0,27,,synced,2,0.08317857633823915,13,13,15,15,0.1,215711744,2630024,4620925,,
1764423616.7749104,28,0,28,,synced,2,0.08315217722080563,14,14,15,15,0.08,217165824,2738634,4828058,,
