timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764350414.3967779,8,0,8,,synced,9,,8,8,150,150,24.07,215048192,6769000,6628123,,
1764350428.0447278,10,0,10,,synced,9,0.14654215539117169,10,10,150,150,35.01,214450176,8137046,8718127,,
1764350440.0868785,12,0,12,,synced,9,0.1660832889298642,11,11,150,150,29.63,215875584,9890656,10422492,,
1764350452.3043523,14,0,14,,synced,9,0.16369996299454692,14,14,150,150,38.42,215969792,11748877,12040714,,
1764350464.3360693,16,0,16,,synced,9,0.16622731316689837,17,17,150,150,40.1,216227840,13509048,13729909,,
1764350476.3698978,18,0,18,,synced,9,0.16619814720724435,19,19,150,150,38.18,218259456,15200737,15558940,,
1764350488.4053261,20,0,20,,synced,9,0.16617605560353363,21,21,150,150,48.86,217870336,16660137,17540608,,
1764350500.4396913,22,0,22,,synced,9,0.16619073549444083,23,23,150,150,41.35,218210304,18477387,19138767,,
1764350512.4712136,24,0,24,,synced,9,0.16623000435440316,25,25,150,150,46.07,218402816,20144429,20979676,,
1764350524.492511,26,0,26,,synced,9,0.16637139273146953,26,26,150,150,45.47,217886720,21768236,22878884,,
1764350536.5177329,28,0,28,,synced,9,0.16631709827597105,27,27,150,150,42.02,220205056,23432226,24703239,,
1764350548.552397,30,0,30,,synced,9,0.16618660682163613,30,30,150,150,49.48,220131328,25123918,26545858,,
1764350560.5824945,32,1,32,,synced,9,0.16624969187175223,32,32,150,150,42.1,253161472,26959417,28224031,,
1764350572.6116712,34,1,34,,synced,9,0.16626241744365128,35,35,150,150,50.1,241905664,28695510,30018107,,
1764350584.6371703,36,1,36,,synced,9,0.16631326337989683,38,38,150,150,51.29,241500160,30476732,31700635,,
1764350596.663337,38,1,38,,synced,9,0.16630403133743377,39,39,150,150,48.48,240902144,32255631,33474535,,
1764350608.683268,40,1,40,,synced,9,0.16639030515472056,40,40,150,150,54.19,240984064,33746970,35468826,,
1764350620.7097204,42,1,42,,synced,9,0.16630008165519314,43,43,150,150,45.94,240816128,35461223,37239553,,
1764350632.7352676,44,1,44,,synced,9,0.16631259731967063,45,45,150,150,51.01,241225728,37024797,39187274,,
1764350644.7631028,46,1,46,,synced,9,0.16628096230688955,46,46,150,150,51.64,240480256,38873494,40868141,,
1764350656.8007123,48,1,48,,synced,9,0.16614594344309222,48,48,150,150,47.0,241070080,40363822,42835753,,
1764350668.8328478,50,1,50,,synced,9,0.16622153251406668,49,49,150,150,53.15,240840704,41956536,44734862,,
1764350680.8640234,52,1,52,,synced,9,0.16623479402726876,51,51,150,150,45.06,243331072,43714734,46444916,,
1764350692.8898354,54,1,54,,synced,9,0.16630893738095612,53,53,150,150,47.35,241795072,45445416,48156721,,
1764350704.9127128,56,1,56,,synced,9,0.16634952884831747,56,56,150,150,49.07,242466816,47078965,50055426,,
