timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression,block_acceptance_latency_ms,block_verification_time_ms,block_execution_time_ms,time_to_finality_seconds,block_delay_total_ms
1764619940.9024382,2,0,2,,synced,14,,2,2,150,150,16.73,194957312,2188150,2133904,20902.438163757324,,20902.438163757324,56.0,23.0,,222.0
1764619952.943152,3,0,3,,synced,14,0.08305155472370093,2,2,150,150,14.16,199757824,2275116,2651511,8943.151950836182,,8943.151950836182,45.0,8.0,,210.0
1764619964.9732733,3,0,3,,synced,14,,4,4,150,150,22.88,201199616,3165451,3904496,8943.151950836182,,20973.273277282715,45.0,8.0,,210.0
1764619977.0127296,4,0,4,,synced,14,0.08306022875750983,4,4,150,150,19.13,201367552,3248586,4417979,9012.72964477539,,9012.72964477539,42.0,3.0,,235.0
1764619989.0427513,4,0,4,,synced,14,,5,5,150,150,26.55,202838016,4243330,5549417,9012.72964477539,,21042.75131225586,42.0,3.0,,235.0
1764620001.0766728,5,0,5,,synced,14,0.08309843151686737,5,5,150,150,20.96,202694656,4322988,6063915,9076.672792434692,,9076.672792434692,47.0,23.0,,218.0
1764620013.1005683,5,0,5,,synced,14,,6,6,150,150,18.26,205332480,5016245,7199791,9076.672792434692,,21100.568294525146,47.0,23.0,,218.0
1764620025.1311727,6,0,6,,synced,14,0.08312134368893927,5,5,150,150,16.56,205234176,5105842,7706466,9131.17265701294,,9131.17265701294,53.0,6.0,,253.0
1764620037.1665373,6,0,6,,synced,14,,7,7,150,150,13.05,205148160,5852531,8805386,9131.17265701294,,21166.537284851074,53.0,6.0,,253.0
1764620049.2093222,7,0,7,,synced,14,0.08303727135149955,6,6,150,150,11.26,205041664,5954486,9331397,9209.322214126587,,9209.322214126587,80.0,4.0,,248.0
1764620061.2466328,7,0,7,,synced,14,,7,7,150,150,20.61,205062144,6660670,10458783,9209.322214126587,,21246.63281440735,80.0,4.0,,248.0
1764620073.286111,8,0,8,,synced,14,0.0830600774315709,7,7,150,150,17.51,205438976,6753743,10977169,9286.111116409302,,9286.111116409302,64.0,7.0,,268.0
1764620085.3229976,8,0,8,,synced,14,,8,8,150,150,23.37,205053952,7549644,11948389,9286.111116409302,,21322.99757003784,64.0,7.0,,268.0
1764620097.3658974,9,0,9,,synced,14,0.08303647897948477,8,8,150,150,18.19,204955648,7636357,12477297,9365.897417068481,,9365.897417068481,39.0,5.0,,216.0
1764620109.3901181,9,0,9,,synced,14,,9,9,150,150,26.75,204439552,8323509,13611752,9365.897417068481,,21390.11812210083,39.0,5.0,,216.0
1764620121.422975,10,0,10,,synced,14,0.08310578318056108,8,8,150,150,21.1,204328960,8477728,14153560,9422.975063323975,,9422.975063323975,39.0,2.0,,241.0
1764620133.458407,10,0,10,,synced,14,,9,9,150,150,17.86,204144640,9265365,15288303,9422.975063323975,,21458.406925201416,39.0,2.0,,241.0
1764620145.4887116,11,0,11,,synced,14,0.08312341436089733,9,9,150,150,14.25,204398592,9367483,15829107,9488.711595535278,,9488.711595535278,42.0,5.0,,245.0
1764620157.5224388,11,0,11,,synced,14,,11,11,150,150,12.75,203169792,10086643,17032052,9488.711595535278,,21522.438764572144,42.0,5.0,,245.0
1764620169.5633612,12,0,12,,synced,14,0.08305011580532903,11,11,150,150,11.16,203472896,10182974,17577854,9563.361167907715,,9563.361167907715,41.0,8.0,,179.0
1764620181.589154,12,0,12,,synced,14,,12,12,150,150,20.42,202579968,10826195,18827184,9563.361167907715,,21589.15400505066,41.0,8.0,,179.0
1764620193.6222904,13,0,13,,synced,14,0.08310385334584279,12,12,150,150,17.28,203063296,10964294,19368650,9622.29037284851,,9622.29037284851,59.0,8.0,,260.0
1764620205.649044,13,0,13,,synced,14,,13,13,150,150,21.0,202977280,11823320,20509410,9622.29037284851,,21649.044036865234,59.0,8.0,,260.0
1764620217.6864052,14,0,14,,synced,14,0.08307468621673371,13,13,150,150,17.77,202383360,11909975,21050820,9686.405181884766,,9686.405181884766,41.0,4.0,,243.0
1764620229.7251155,14,0,14,,synced,14,,14,14,150,150,23.14,202395648,12825107,22213052,9686.405181884766,,21725.115537643433,41.0,4.0,,243.0
