timestamp,slot,epoch,head_slot,finalized_slot,sync_status,connected_peers,block_production_rate,attestation_count,attestation_pool_size,validator_count,active_validators,cpu_usage,memory_usage,network_bytes_received,network_bytes_sent,propagation_delay,finalization_progression
1764333851.6774309,8,0,8,,synced,9,,2,2,10,10,2.46,200679424,1020311,1347755,,
1764333863.7068348,10,0,10,,synced,9,0.16625927705803928,3,3,10,10,2.05,201887744,1251391,1605634,,
1764333875.7381363,12,0,12,,synced,9,0.16623305469186336,4,4,10,10,1.74,202158080,1471568,1884014,,
1764333887.763298,14,0,14,,synced,9,0.16631792924838945,4,4,10,10,1.66,201404416,1627572,2153755,,
1764333899.7837296,16,0,16,,synced,9,0.1663833779105857,6,6,10,10,1.55,201711616,1810482,2409540,,
1764333911.8079042,18,0,18,,synced,9,0.166331582126988,6,6,10,10,1.55,201822208,1966909,2654020,,
1764333923.8281457,20,0,20,,synced,9,0.16638600814926893,6,6,10,10,1.68,202018816,2132800,2911607,,
1764333935.857045,22,0,22,,synced,9,0.16626625329069553,7,7,10,10,1.5,201060352,2310396,3172211,,
1764333947.8898537,24,0,24,,synced,9,0.16621223161236093,7,7,10,10,1.63,201183232,2477862,3427530,,
1764333959.9227316,26,0,26,,synced,9,0.16621127655036658,8,8,10,10,1.76,200876032,2674532,3685808,,
1764333971.9492898,28,0,28,,synced,9,0.16629861788071024,9,9,10,10,1.57,204726272,2865193,3947715,,
1764333983.9749498,30,0,30,,synced,9,0.16631103770446815,9,9,10,10,1.82,205115392,3048624,4205306,,
1764333996.0022118,32,1,32,,synced,9,0.16628888641363448,10,10,10,10,1.54,233897984,3270092,4467805,,
1764334008.0277057,34,1,34,,synced,9,0.16631333592143172,10,10,10,10,1.35,223404032,3458198,4723429,,
1764334020.0548484,36,1,36,,synced,9,0.16629053461723528,11,11,10,10,1.14,223326208,3635078,4975170,,
1764334032.0827515,38,1,38,,synced,9,0.16628002293498967,12,12,10,10,0.96,223948800,3818936,5254972,,
1764334044.1127112,40,1,40,,synced,9,0.16625159629998493,12,12,10,10,1.18,223354880,3995476,5502320,,
1764334056.1432629,42,1,42,,synced,9,0.1662434154751057,13,13,10,10,1.45,222666752,4157745,5773335,,
1764334068.1660135,44,1,44,,synced,9,0.16635128381737657,14,14,10,10,1.44,222740480,4356969,6038077,,
1764334080.192495,46,1,46,,synced,9,0.1662996761475194,14,14,10,10,1.51,222695424,4524309,6315359,,
1764334092.2107165,48,1,48,,synced,9,0.16641397566588242,15,15,10,10,1.35,222695424,4745277,6571636,,
1764334104.232444,50,1,50,,synced,9,0.1663654403823034,15,15,10,10,1.67,222576640,4905402,6844857,,
1764334116.2605617,52,1,52,,synced,9,0.1662770565670891,16,16,10,10,1.42,221814784,5093124,7115772,,
1764334128.2897265,54,1,54,,synced,9,0.16626258221007525,17,17,10,10,1.69,222179328,5306586,7387098,,
1764334140.3217132,56,1,56,,synced,9,0.166223587811233,17,17,10,10,1.5,222195712,5549077,7639601,,
